의료기관명,소재지,전화번호,병상수,개설일자,구군,종별
늘푸른동산한의원,울산광역시 남구 문수로 350 (옥동),052-276-1940,0,1988-04-25,남구,한의원
경주한의원,울산광역시 남구 수암로 235-1 (야음동),052-275-8008,0,1986-12-05,남구,한의원
최한의원,"울산광역시 울주군 범서읍 장검1길 63, 2층",052-233-1900,0,2017-01-09,울주군,한의원
황한의원,"울산광역시 울주군 청량읍 덕하로 222, 1층",052-237-4433,0,1989-12-23,울주군,한의원
락선재한의원,울산광역시 울주군 범서읍 천상중앙길 96-1,052-211-1075,0,2009-04-29,울주군,한의원
중산한의원,"울산광역시 북구 호계로 384, 2층 (신천동)",052-293-7582,0,2004-02-21,북구,한의원
봄한의원,울산광역시 남구 중앙로 259 (신정동),052-227-0503,0,1998-11-12,남구,한의원
대명한의원,울산광역시 남구 수암로 108-1 (신정동),052-273-6488,0,1989-11-09,남구,한의원
동화한의원,울산광역시 울주군 언양읍 언양로 1,052-263-0277,0,1994-10-04,울주군,한의원
울산부부한의원,"울산광역시 남구 수암로 110, 1~3층 (신정동)",052-276-0088,9,1992-03-12,남구,한의원
홍제한의원,"울산광역시 남구 봉월로 18, 2층 (신정동)",052-267-0064,0,1989-03-18,남구,한의원
라임한의원,"울산광역시 남구 북부순환도로 11, 3층 (무거동)",052-972-7582,0,2018-10-19,남구,한의원
경동 한의원,울산광역시 중구 중앙길 187 (옥교동),052-245-6661,0,1989-01-14,중구,한의원
설한의원,울산광역시 울주군 언양읍 동문길 66 (동부리164번지),052-254-3275,0,2013-04-19,울주군,한의원
선린한의원,울산광역시 동구 동해안로 19(서부동),052-252-3490,0,2001-09-10,동구,한의원
동제한의원,"울산광역시 남구 삼산로156번길 5-74, 2층 (달동, 현대2차아파트 상가)",052-268-5757,0,1987-10-28,남구,한의원
제세한의원,"울산광역시 동구 화문로 64, 2층 (방어동)",052-234-1075,0,2004-08-31,동구,한의원
유생당한의원,"울산광역시 울주군 범서읍 구영로 86, 402호 (GM프라자)",052-248-7510,0,2007-11-15,울주군,한의원
동우한의원,"울산광역시 중구 유곡로 29, 2층 (태화동)",052-242-1075,0,2009-06-18,중구,한의원
김선권한의원의원,울산광역시 울주군 언양읍 헌양길 37,052-254-9990,0,2006-04-14,울주군,한의원
언양경희한의원,울산광역시 울주군 언양읍 헌양길 21,052-263-0808,0,1999-05-04,울주군,한의원
용담한의원,울산광역시 울주군 언양읍 반구대로 830,052-264-9500,0,1997-04-28,울주군,한의원
형제한의원,"울산광역시 남구 삼산중로 71, 2층 (달동)",052-267-4640,0,1994-06-29,남구,한의원
임재훈한의원,울산광역시 남구 중앙로 178 (달동),052-266-0443,0,1991-01-15,남구,한의원
동남한의원,울산광역시 북구 매곡로 7 (신천동),052-298-8199,0,1992-06-18,북구,한의원
동양한의원,"울산광역시 북구 가재길 82, 301,302호 (천곡동, 리더스빌딩)",052-282-1175,0,2009-11-19,북구,한의원
유곡한의원,"울산광역시 울주군 언양읍 서부2길 16, 2층",052-254-7577,0,2014-12-04,울주군,한의원
바른몸청담한의원,"울산광역시 울주군 언양읍 헌양길 20, 1층",052-254-1449,0,2023-05-03,울주군,한의원
김현아한의원,울산광역시 동구 방어진순환도로 580 (화정동),052-252-6560,0,1999-12-01,동구,한의원
하늘마음한의원,울산광역시 남구 삼산로 273 (삼산동),052-269-8646,0,2010-10-26,남구,한의원
성안한의원,울산광역시 중구 백양로 26 (성안동),052-246-4245,0,2005-04-29,중구,한의원
본디올종로한의원,울산광역시 남구 대학로 164 (무거동),052-224-3384,0,1994-09-12,남구,한의원
창의한의원,울산광역시 울주군 온양읍 온양로 98,052-23-97507,0,2007-08-30,울주군,한의원
경희한의원,울산광역시 북구 무룡로 1123 (정자동),052-298-5559,0,2001-09-06,북구,한의원
구영해맑은 한의원,"울산광역시 울주군 범서읍 대리2길 48, 2층",052-248-2075,0,2007-04-18,울주군,한의원
김영숙한의원,"울산광역시 중구 염포로 17, 1층 (반구동)",052-289-5335,0,2018-01-10,중구,한의원
대광 한의원,울산광역시 중구 태화로 177 (태화동),052-245-8245,0,1993-04-27,중구,한의원
맥한의원,"울산광역시 동구 대학길 59, 2층 (화정동)",052-201-8275,0,2001-07-07,동구,한의원
홍윤표한의원,"울산광역시 남구 번영로 115, 경남은행 달동지점 3층 (달동)",052-258-1075,0,2018-03-26,남구,한의원
솔나무한의원,울산광역시 남구 월평로 45 (신정동),052-261-1075,0,2005-06-23,남구,한의원
해오름한의원,울산광역시 중구 동천2길 21 (서동),052-286-1079,0,2008-01-03,중구,한의원
동국한의원,"울산광역시 중구 반구정6길 35, 1층 (반구동)",052-274-3175,0,2013-03-04,중구,한의원
이승헌한의원,"울산광역시 남구 문수로 312, 4층 (옥동)",052-256-1075,0,2002-02-01,남구,한의원
매곡경희한의원,"울산광역시 북구 매곡1로 15, 3층 (매곡동)",052-294-7510,0,2010-07-22,북구,한의원
동방한의원,울산광역시 동구 월봉로 69 (화정동),052-252-3073,0,1998-03-10,동구,한의원
경희수한의원,"울산광역시 남구 문수로 333-1, 2층 (옥동)",052-260-5060,0,2006-04-11,남구,한의원
신한의원,"울산광역시 북구 신답로 40, 312호 (상안동, 지팝프라자)",052-294-1275,0,2007-04-16,북구,한의원
키즈쉬즈한의원,"울산광역시 남구 삼산로 69, 키즈쉬즈빌딩 5~7층 (달동)",052-266-0016,14,2003-02-28,남구,한의원
오순도순부부한의원,울산광역시 동구 진성14길 122 (전하동),052-233-5575,0,2013-07-10,동구,한의원
유진한의원,울산광역시 동구 동진로 11 (방어동),052-252-6251,0,1996-12-02,동구,한의원
꽃단비한의원,"울산광역시 남구 돋질로302번길 27, 2층 (삼산동)",052-260-0066,0,2007-12-03,남구,한의원
심호당한의원,울산광역시 울주군 언양읍 옛장터1길 9,052-254-1328,0,2017-02-06,울주군,한의원
도원한의원,"울산광역시 남구 삼산중로 116, 201호 (삼산동)",052-269-7533,0,2007-05-07,남구,한의원
학교법인 동의학원 현대미포조선 한의원,"울산광역시 동구 방어진순환도로 100, 현대미포조선 (방어동)",052-250-3446,0,2017-04-24,동구,한의원
원창한의원,"울산광역시 남구 문수로 326, 2층 (옥동)",052-274-0700,0,2004-05-18,남구,한의원
학교법인동의학원 현대중공업 한의원,"울산광역시 동구 방어진순환도로 1000, 현대중공업 (전하동)",052-203-5010,0,2015-08-25,동구,한의원
굿모닝생생한의원,"울산광역시 남구 수암로149번길 9, 101동 102호 (야음동, 대하미르빌주상복합아파트)",052-269-1212,0,2018-07-31,남구,한의원
영제한의원,"울산광역시 중구 화진길 13-2, 2층 (태화동, 리버스위트상가)",052-245-7510,0,2010-06-23,중구,한의원
이세한의원,울산광역시 중구 번영로 462 (복산동),052-281-4991,0,1983-03-21,중구,한의원
만월한의원,"울산광역시 동구 방어진순환도로 749, 2층 (전하동, 관동빌딩)",052-234-7422,0,1989-04-14,동구,한의원
태화당한의원,울산광역시 중구 태화로 299 (태화동),052-211-4406,0,1988-03-29,중구,한의원
진한의원,"울산광역시 북구 염포로 156, 1층 (진장동)",052-283-0124,0,2021-05-17,북구,한의원
인제한의원,울산광역시 남구 월평로 10-1 (신정동),052-271-6661,0,1988-05-09,남구,한의원
예당한의원,울산광역시 남구 신정로 26 (달동),052-273-7773,0,2002-11-19,남구,한의원
새봄한의원,울산광역시 남구 장검1길 21-50 (무거동),052-247-1075,0,2005-07-04,남구,한의원
정용해 한의원,울산광역시 중구 옥교11길 6-3 (학성동),052-281-6986,0,1992-05-30,중구,한의원
고당한의원,"울산광역시 중구 유곡로 15, 1층 (태화동)",052-245-0960,0,1997-08-28,중구,한의원
성남한의원,울산광역시 중구 옥교3길 91 (학산동),052-297-6800,0,1988-07-20,중구,한의원
신라한의원,"울산광역시 울주군 언양읍 읍성로 143, 2층",052-293-3038,0,2020-03-16,울주군,한의원
춘인당한의원,"울산광역시 남구 번영로 113, 2층 (달동)",052-265-5285,0,1989-03-22,남구,한의원
발머스한의원,"울산광역시 남구 번영로 174 (달동,301호)",052-261-3020,0,2011-01-10,남구,한의원
동의한의원,울산광역시 남구 신복로 25 (무거동),052-247-7221,0,1992-12-28,남구,한의원
명인당한의원,"울산광역시 남구 두왕로190번길 18, 2층 (선암동)",052-261-0540,0,2013-05-22,남구,한의원
양남한의원,"울산광역시 북구 산하중앙2로 150, 오션빌딩 3층 303~304호호 (산하동)",052-292-5686,0,1994-09-10,북구,한의원
오상한의원,울산광역시 남구 문수로 367 (옥동),052-267-3393,0,1990-06-11,남구,한의원
동양한의원,울산광역시 울주군 언양읍 헌양길 84,052-263-1236,0,1987-04-01,울주군,한의원
황명수한의원,울산광역시 남구 중앙로 251 (신정동),052-271-8875,0,2017-03-06,남구,한의원
활천당한의원,"울산광역시 동구 진성3길 56, 무지개상가 (전하동)",052-252-8566,0,2011-05-25,동구,한의원
우보한의원,"울산광역시 남구 화합로 148, 5층 (삼산동)",052-257-1961,0,2010-06-28,남구,한의원
맑은 맥한의원,울산광역시 동구 화진길 35 (방어동),052-236-2326,0,2011-06-07,동구,한의원
유성한의원,"울산광역시 남구 번영로 109, 2층 (달동, 동산빌딩)",052-227-5454,0,2000-04-14,남구,한의원
새서울한의원,"울산광역시 중구 종가4길 21, 2층 (유곡동)",052-248-1075,0,2020-04-21,중구,한의원
남울산 한의원,"울산광역시 남구 문수로 368, 3층 (옥동)",052-917-1010,0,2023-10-20,남구,한의원
김세준한의원,"울산광역시 중구 내황12길 3, 1층 (반구동)",052-291-2052,0,2018-06-08,중구,한의원
홍성한의원,울산광역시 중구 장춘로 150 (학산동),052-243-2211,0,1991-04-26,중구,한의원
대동 바른 한의원,울산광역시 중구 장춘로 175 (학산동),052-244-8787,0,1992-01-10,중구,한의원
호동한의원,울산광역시 남구 남중로 125 (삼산동),052-256-7512,0,2005-07-19,남구,한의원
봉계감초한의원,울산광역시 울주군 두동면 계명1길 41,052-262-5557,0,2015-04-06,울주군,한의원
고려일침한의원,"울산광역시 남구 대학로147번길 62, 고려한의원 101호 (무거동)",052-256-1779,0,2007-05-16,남구,한의원
공덕한의원,울산광역시 중구 성안로 188 (성안동),052-242-2244,0,2014-02-20,중구,한의원
정성한의원,울산광역시 중구 태화로 182 (태화동),052-246-3075,0,2006-09-27,중구,한의원
한마음한의원,"울산광역시 동구 방어진순환도로 785, 스타타워 7층 703호 (전하동)",052-251-2170,0,2001-03-22,동구,한의원
광제한의원,울산광역시 남구 수암로 110-1 (신정동),052-256-5512,0,2002-12-31,남구,한의원
다이즐한의원,"울산광역시 남구 삼산중로 56, 5층 (삼산동)",052-258-8277,0,2011-09-05,남구,한의원
초락당한의원,울산광역시 울주군 두동면 계명로 44-34,052-264-8001,8,2001-10-08,울주군,한의원
홍광석한의원,울산광역시 울주군 웅촌면 웅촌로 377,052-225-1717,0,2001-12-27,울주군,한의원
보한당한의원,"울산광역시 북구 호계로 282-1, 2층 (호계동)",052-286-4485,0,1995-07-07,북구,한의원
사대한의원,울산광역시 남구 북부순환도로 16 (무거동),052-223-6475,0,2001-04-18,남구,한의원
삼선방한의원,"울산광역시 남구 삼산로301번길 16, 2층 (삼산동)",052-275-0124,0,2002-06-05,남구,한의원
소나무한의원,울산광역시 남구 삼호로 143 (무거동),052-272-0016,0,2005-01-20,남구,한의원
수현한의원,"울산광역시 남구 신복로 27, 2층 (무거동)",052-277-1007,0,2005-04-21,남구,한의원
늘푸른한의원,"울산광역시 북구 염포로 679, 2층 (염포동)",052-287-8882,0,2004-11-05,북구,한의원
조웅한의원,"울산광역시 남구 삼산중로 125, 2층 (삼산동)",052-258-1175,0,2008-08-28,남구,한의원
성심당한의원,울산광역시 울주군 언양읍 동문길 98,052-264-1100,0,2006-09-01,울주군,한의원
왕석한의원,"울산광역시 중구 태화로 188, 2층 (태화동)",052-245-9602,0,2018-11-16,중구,한의원
프리허그한의원,"울산광역시 남구 삼산로267번길 6-16, 6층 (삼산동, 현은빌딩)",052-269-8269,0,2013-10-14,남구,한의원
백당한의원,울산광역시 울주군 웅촌면 삼동로 1636 (웅촌면 대복리 349-5),052-224-7588,0,2014-03-05,울주군,한의원
동의부부한의원,"울산광역시 울주군 언양읍 동문길 76, 1층",052-262-2622,0,2014-02-10,울주군,한의원
청량한의원,"울산광역시 울주군 청량읍 상남길 43, 2층",052-237-7582,0,2009-10-19,울주군,한의원
해바라기한의원,"울산광역시 중구 운곡길 74, 2층 (다운동)",052-256-5100,0,2019-07-19,중구,한의원
삼산한의원,"울산광역시 남구 삼산로 281, 6층 (삼산동, 정앤정크리닉빌딩북측)",052-274-7575,0,2002-03-15,남구,한의원
위보령한의원,울산광역시 남구 중앙로 260 (신정동),052-265-7755,0,1992-05-18,남구,한의원
궁한의원,"울산광역시 남구 삼산로 258, 3층 (달동)",052-227-9121,15,2009-03-13,남구,한의원
강동한의원,"울산광역시 북구 산하중앙2로 290, 5층 502호 (산하동, 아이스퀘어)",052-292-1075,0,2017-08-24,북구,한의원
중화한의원,"울산광역시 중구 학성로 150, 대신증권 5층 (학산동)",052-271-1430,0,2020-01-28,중구,한의원
김한의원,울산광역시 남구 수암로 21 (신정동),052-266-1188,0,1990-11-21,남구,한의원
홍한의원,울산광역시 북구 호계로 298 (호계동),052-297-1077,0,2014-09-04,북구,한의원
안국한의원,울산광역시 중구 번영로 337 (옥교동),052-211-0005,0,1975-10-07,중구,한의원
아이plus한의원,울산광역시 북구 신답로 35 (상안동),052-282-0070,0,2007-10-12,북구,한의원
경희한의원,울산광역시 남구 신정로 33 (달동),052-261-0939,0,1992-09-02,남구,한의원
까치부부한의원,울산광역시 울주군 범서읍 구영로 94,052-212-1070,0,2007-08-01,울주군,한의원
유한의원,울산광역시 남구 문수로 337 (옥동),052-274-5353,0,2004-03-03,남구,한의원
재승한의원,울산광역시 남구 돋질로 291 (삼산동),052-275-7416,0,1991-11-19,남구,한의원
처용한의원,"울산광역시 남구 돋질로 79, 1층 (신정동)",052-271-3300,0,2006-05-29,남구,한의원
천일한의원,울산광역시 남구 남부순환도로 37 (무거동),052-277-3460,0,1989-03-30,남구,한의원
초당한의원,"울산광역시 북구 명촌10길 3, 3층 (명촌동)",052-288-9888,0,2003-11-11,북구,한의원
승구한의원,"울산광역시 울주군 범서읍 구영로 100, 202호 (구영프라자)",052-212-1075,0,2007-09-14,울주군,한의원
윤쌤한의원,"울산광역시 남구 수암로 109, 2층 (신정동)",052-289-2628,0,1997-12-02,남구,한의원
문수한의원,"울산광역시 남구 대학로 138, 7층 (무거동, 신정빌딩)",052-223-7575,0,2007-11-16,남구,한의원
오복한의원,"울산광역시 남구 삼산중로 67, 4층 (달동)",052-269-5505,0,2012-04-16,남구,한의원
코호한의원,"울산광역시 남구 삼산로 232, 5층 (달동)",052-275-7588,0,2006-11-23,남구,한의원
제일 한의원,울산광역시 중구 다운로 16-1 (다운동),052-221-2737,0,1987-06-30,중구,한의원
울산 명가삼성한의원,"울산광역시 남구 삼산로 272, 5층 (삼산동)",052-225-2070,0,2005-06-08,남구,한의원
푸른하늘한의원,울산광역시 남구 월평로 250 (삼산동),052-269-1082,0,2002-05-31,남구,한의원
명제한의원,"울산광역시 남구 대학로 161, 2층 (무거동)",052-249-8485,0,1996-08-22,남구,한의원
울산경희한의원,울산광역시 남구 거마로 87 (신정동),052-269-8080,0,2001-05-28,남구,한의원
임한제한의원,"울산광역시 남구 중앙로 253, 3층 (신정동)",052-275-7533,0,2007-03-05,남구,한의원
자연한의원,"울산광역시 남구 문수로 362, 1층 (옥동, 옥동디아채주상복합아파트)",052-266-1075,0,2012-09-13,남구,한의원
동울산한의원,"울산광역시 동구 진성14길 118, 6호 (전하동)",052-232-7599,0,2010-09-06,동구,한의원
남창한의원,울산광역시 울주군 온양읍 온양로 85,052-239-3300,0,1996-05-13,울주군,한의원
사랑방한의원,"울산광역시 울주군 범서읍 대동길 23, 문수애시앙(상가) 101호",052-212-3322,0,2018-01-10,울주군,한의원
미올한의원,"울산광역시 남구 삼산로 283, 8층 (삼산동, 소망빌딩)",052-275-1075,0,2016-05-23,남구,한의원
한솔한의원,울산광역시 울주군 온양읍 대운길 51,052-239-0003,0,1995-04-17,울주군,한의원
숲한의원,"울산광역시 남구 대공원로 241 (신정동, 대공원코오롱파크폴리스)",052-261-1052,0,2013-07-02,남구,한의원
으뜸한의원,"울산광역시 울주군 언양읍 반구대로 820, 2층",052-264-1076,0,2019-07-17,울주군,한의원
우방한의원,"울산광역시 울주군 범서읍 점촌3길 8-2, 3층 302호",052-245-4771,0,2008-01-22,울주군,한의원
윤형중한의원,"울산광역시 중구 번영로 582, 2층 (남외동)",052-294-6956,0,2000-05-15,중구,한의원
새날한의원,"울산광역시 북구 호계로 292, 1층 (호계동)",052-286-1075,0,2000-02-18,북구,한의원
봉천 한의원,"울산광역시 남구 번영로250번길 8, 2층 (삼산동)",052-244-0611,0,1994-04-02,남구,한의원
자연과 한의원 울산점,"울산광역시 남구 삼산로 287, 6층 (삼산동)",052-707-5168,0,2021-05-04,남구,한의원
한음 한방신경정신과 한의원,"울산광역시 남구 삼산로 254, S타워 17층 (달동)",052-716-0004,0,2021-02-26,남구,한의원
명 한의원,"울산광역시 중구 화합로 407, 1층 (반구동)",052-293-2288,0,1999-01-02,중구,한의원
공진한의원,"울산광역시 남구 돋질로 273-1, 1~2층 (삼산동)",052-227-1075,0,2021-08-24,남구,한의원
365병영한의원,"울산광역시 중구 번영로 580, SkyM빌딩 3층 303호 (남외동)",052-281-5675,0,2018-04-16,중구,한의원
좋은날한의원,"울산광역시 북구 매산로 15, 참조은 빌딩 4층 (매곡동)",052-286-9006,0,2019-07-29,북구,한의원
고원도한의원,"울산광역시 북구 염포로 601, 현대자동차문화회관 2층 (양정동)",052-275-3545,0,1990-02-28,북구,한의원
보광한의원,"울산광역시 동구 월봉1가길 25, 2층 (방어동)",052-201-7575,0,2006-07-05,동구,한의원
안민한의원,"울산광역시 북구 호계로 328, 204호 (신천동, 코끼리타운)",052-291-1075,0,2006-03-17,북구,한의원
최동훈한의원,"울산광역시 중구 성안2길 29, 1층 (성안동)",052-291-5700,0,2012-02-06,중구,한의원
아임한의원,"울산광역시 남구 문수로 339, 옥동업무시설 3층 (옥동)",052-700-0212,0,2022-03-03,남구,한의원
행복나무한의원,"울산광역시 북구 달천로 9, 203호 (천곡동, 창성빌딩)",052-298-2525,0,2012-04-23,북구,한의원
유명한의원,"울산광역시 남구 수암로 114, 3층 (신정동)",052-257-0078,0,2018-06-05,남구,한의원
나팔꽃한의원,"울산광역시 중구 번영로 564, 4층 (남외동)",052-291-1034,14,2013-07-11,중구,한의원
해성한의원,"울산광역시 남구 수암로 132, 3층 (야음동)",052-268-8830,0,2013-04-29,남구,한의원
청아인한의원,"울산광역시 남구 돋질로302번길 31, 2층 (삼산동)",052-276-0080,0,2002-04-20,남구,한의원
삼성한의원,"울산광역시 남구 중앙로 255, 1동 2층 (신정동)",052-245-4001,0,2016-02-26,남구,한의원
상용한의원,울산광역시 울주군 온양읍 남창1길 45,052-238-9987,0,2012-05-03,울주군,한의원
해율한의원,울산광역시 남구 삼산중로 69 (달동),052-227-5455,0,2015-12-16,남구,한의원
경희이항한의원,"울산광역시 동구 전하로 28, 4층 (전하동)",052-252-8075,0,2011-05-04,동구,한의원
미래한의원,"울산광역시 동구 봉수로 290 (전하동, e편한세상 전하)",052-252-8900,0,2006-01-31,동구,한의원
미래솔한의원,"울산광역시 남구 삼산중로74번길 30-1, 7층 (삼산동)",052-261-7588,0,2015-04-13,남구,한의원
정한의원,"울산광역시 남구 삼산중로 71, 4층 (달동)",052-268-9975,0,2011-05-25,남구,한의원
경희 용 한의원,"울산광역시 동구 방어진순환도로 985, 2동 3층 (서부동, 현대패밀리상가)",052-235-9979,0,2004-04-28,동구,한의원
경희솔한의원,울산광역시 중구 병영로 5 (남외동),052-291-0084,0,2013-05-16,중구,한의원
유창한의원,"울산광역시 남구 옥현로 43, 1층 (무거동)",052-249-8600,0,2006-11-20,남구,한의원
바로서한의원,"울산광역시 북구 화봉로 60, 3층 303호 (연암동, 명보연암상가)",052-287-7535,0,2017-03-15,북구,한의원
생기나라한의원,울산광역시 동구 방어진순환도로 707 (일산동),052-252-7788,0,2006-09-26,동구,한의원
도담한의원,"울산광역시 북구 매산로 92-9, 4층 (매곡동)",052-292-5315,0,2010-12-16,북구,한의원
제일한의원,"울산광역시 남구 팔등로 86-1, 3층 (신정동)",052-257-1275,0,2016-08-18,남구,한의원
한울한의원,울산광역시 동구 문현로 40 (방어동),052-235-8077,0,1999-10-01,동구,한의원
언양한의원,"울산광역시 울주군 언양읍 동문길 85, 2층",052-254-7533,0,2010-01-21,울주군,한의원
인동한의원,울산광역시 북구 명촌로 83 (명촌동),052-289-7222,0,2005-02-24,북구,한의원
지성한의원,"울산광역시 남구 동산로 62, 2층 (신정동)",052-268-7518,0,2015-04-13,남구,한의원
신한의원,울산광역시 동구 대학길 60 (화정동),052-252-4614,0,1992-05-18,동구,한의원
민 한의원,"울산광역시 남구 대학로 159, 2층 (무거동)",052-222-1300,0,2011-04-01,남구,한의원
김동욱한의원,울산광역시 남구 돋질로 137 (신정동),052-261-1112,0,2003-09-18,남구,한의원
밝은미소한의원,"울산광역시 북구 화봉로 67, 3층 (화봉동)",052-289-7575,0,2004-09-30,북구,한의원
덕하한의원,"울산광역시 울주군 청량읍 덕하로 238-1, 1층",052-267-6901,0,2007-08-14,울주군,한의원
서울산한의원,울산광역시 울주군 언양읍 반구대로 813,052-264-5557,0,2020-06-03,울주군,한의원
나라경희한의원,울산광역시 울주군 청량읍 덕하장터길 11,052-237-1075,0,2022-11-03,울주군,한의원
함소아한의원,"울산광역시 남구 삼산로278번길 8, 3층 (삼산동)",052-271-1075,0,2013-09-23,남구,한의원
현수한의원,울산광역시 남구 울밀로 2896 (무거동),052-224-0513,0,1987-11-18,남구,한의원
백한의원,"울산광역시 남구 북부순환도로 11, 지하1층 및2층 (무거동)",052-247-8343,0,1997-07-28,남구,한의원
인애한의원,"울산광역시 남구 수암로 134, 5층 (야음동)",052-268-1157,0,2013-10-21,남구,한의원
월성한의원,울산광역시 남구 중앙로 249-1 (신정동),052-272-3807,0,2010-04-15,남구,한의원
서울한의원,울산광역시 동구 방어진순환도로 799 (전하동),052-234-1539,0,1983-08-18,동구,한의원
건강백세한의원,"울산광역시 북구 화봉로 74, 1층 102호 (연암동)",052-289-4878,0,2013-04-08,북구,한의원
편안몸한의원,"울산광역시 남구 수암로128번길 7, 나동 3층 301호 (야음동, 그린레포츠)",052-256-8075,0,2017-06-12,남구,한의원
평강한의원,울산광역시 동구 방어진순환도로 733 (전하동),052-232-1038,0,1984-11-19,동구,한의원
동인한의원,울산광역시 남구 수암로 111 (신정동),052-266-8209,0,1998-09-22,남구,한의원
자임부부한의원,"울산광역시 남구 돋질로 337-1, 1층 (삼산동)",052-268-0012,0,2015-08-11,남구,한의원
강동한의원,울산광역시 중구 화합로 372 (반구동),052-291-2650,28,1988-12-24,중구,한의원
울산아이누리한의원,"울산광역시 남구 삼산로 272, 7층 (삼산동, 프리던스빌딩)",052-225-1075,0,2013-05-03,남구,한의원
세종한의원,"울산광역시 울주군 범서읍 천상3길 14, 2층",052-211-6077,0,2001-08-30,울주군,한의원
유재원한의원,울산광역시 남구 수암로 115 (신정동),052-275-8188,0,1996-11-08,남구,한의원
차한의원,울산광역시 북구 명촌로 67 (명촌동),052-987-9001,0,2020-02-19,북구,한의원
연재한의원,"울산광역시 중구 번영로 487, 2층 F호 (약사동, 대호빌딩)",052-292-1079,0,2006-01-27,중구,한의원
우리들한의원,"울산광역시 중구 학성로 137, 3층 (학산동)",052-244-1275,0,2005-10-10,중구,한의원
제일한의원,울산광역시 동구 진성4길 53 (전하동),052-232-8401,0,2016-01-05,동구,한의원
동의보감한의원,"울산광역시 남구 수암로 108, 2층 (신정동)",052-258-7510,0,2006-01-19,남구,한의원
굿모닝한의원,"울산광역시 남구 수암로 130, 201호 (야음동, 메디어스빌딩)",052-256-1010,0,2004-05-31,남구,한의원
입선한의원,"울산광역시 북구 염포로 569, 3층 (양정동)",052-288-1075,0,2015-11-24,북구,한의원
유림한의원,"울산광역시 남구 삼산로 260, 4층 (삼산동, 주연빌딩)",052-274-1980,0,1988-11-23,남구,한의원
다산한의원,"울산광역시 남구 삼산로 136, 3층 (달동)",052-276-1075,0,2016-12-29,남구,한의원
고든몸한의원,"울산광역시 남구 문수로 377, 대공원센트럴하임더시티 2층 201,202호 (옥동)",052-227-7510,8,2020-01-06,남구,한의원
경희차율한의원,"울산광역시 남구 삼산로 117, 4층 (달동)",052-256-5955,0,2022-08-23,남구,한의원
최병일3S한의원,"울산광역시 남구 삼산로 166, 2층 (달동)",052-269-7582,0,2003-11-19,남구,한의원
이현우한의원,울산광역시 중구 염포로 12 (반구동),052-293-2120,0,2002-04-12,중구,한의원
차돌한의원,"울산광역시 북구 화산로 123, 5층 503호 (송정동)",052-287-4199,0,2005-04-19,북구,한의원
매곡한의원,"울산광역시 북구 매곡1로 46, 대우프라자 303호 (매곡동)",052-700-8030,0,2022-04-19,북구,한의원
영천한의원,"울산광역시 중구 다운로 122, 2층 (다운동)",052-224-0800,0,2015-08-24,중구,한의원
성동한의원,"울산광역시 동구 봉수로 290, B109호,B110호 (전하동, e편한세상단지내상가)",052-252-7975,0,2013-04-04,동구,한의원
경희자연한의원,"울산광역시 북구 호계로 288-1, 1,2층 (호계동)",052-282-7585,0,2010-02-25,북구,한의원
언양백세한의원,울산광역시 울주군 언양읍 동문길 65,052-254-7585,0,2012-04-12,울주군,한의원
명제 한의원,울산광역시 중구 명륜로 75 (우정동),052-243-0333,0,2001-10-04,중구,한의원
천지인한의원,"울산광역시 남구 북부순환도로 29, 1층 5호 (무거동, 남운산호상가)",052-277-1187,0,2008-10-08,남구,한의원
맑은숲예인한의원,"울산광역시 남구 대학로 134, 삼흥메디어스 2층 (무거동)",052-247-5336,0,2003-07-15,남구,한의원
삼성SDI(주)부속의원,"울산광역시 울주군 삼남읍 반구대로 163, 40동",055-380-1075,0,2009-03-12,울주군,부속의원
에스케이에너지주식회사부속의원,울산광역시 남구 신여천로 2 (고사동),052-208-2391,0,1982-07-16,남구,부속의원
울산지방법원 부속의원,"울산광역시 남구 법대로 55, 울산지방법원 9층 (옥동)",052-216-8156,0,2018-04-11,남구,부속의원
울산과학기술원 직장부속의원,"울산광역시 울주군 언양읍 유니스트길 50, 울산과학기술원 대학본부동 B103호, 실내체육관 108호",052-217-4005,0,2006-02-16,울주군,부속의원
현대미포조선부속의원,울산광역시 동구 방어진순환도로 100 (방어동),052-250-3671,0,2007-02-28,동구,부속의원
울산구치소 부속의원,"울산광역시 울주군 청량읍 청량천변로 103-9, 울산구치소",052-228-9793,0,1996-01-30,울주군,부속의원
현대자동차(주)부속의원,"울산광역시 북구 염포로 700 (양정동, 현대자동차)",052-215-4846,0,1997-08-06,북구,부속의원
HD현대중공업(주)해양부속의원,"울산광역시 동구 방어진순환도로 400, (주)현대중공업해양사업부본부 (방어동)",052-202-5568,0,1993-11-02,동구,부속의원
HD현대중공업(주)부속의원,"울산광역시 동구 방어진순환도로 1000, 현대중공업 (전하동)",052-230-5391,0,2000-11-01,동구,부속의원
울산과학기술원 부속 한의원,"울산광역시 울주군 언양읍 유니스트길 50, 울산과학기술원 102동 201-2호",052-217-5205,0,2021-06-02,울주군,부속의원
(의)고담의료재단마더스병원,울산광역시 남구 화합로 107 (달동),052-270-7000,299,2006-02-16,남구,정신병원
세광병원,울산광역시 울주군 삼남읍 반구대로 15,055-381-8275,364,2007-02-28,울주군,정신병원
사회복지법인 동향원 부설 반구대병원,울산광역시 울주군 두동면 천전각석길 11,052-264-9225,265,1996-01-30,울주군,정신병원
